,Unnamed: 0,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws,Plant Height Unit,Fruit Size Unit
901,901,Sweet Seedless,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Seedless,,Garden,Hybrid,Mid,Narrow,Indeterminate,5,8-10,Round,Red,Red,Sweet,Unique variety with no seeds.,,,,,,,ft.,oz.
902,902,Sweet Snax,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Snax,,Garden,Hybrid,Early,Normal,Indeterminate,6,0.5,Cherry,Red,Red,,"Heavy producer of bright red cherry tomatoes that are less than an inch in diameter and filled with excellent, sweet flavor.",,,,,,,ft.,oz.
903,903,Sweet Tangerine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Tangerine,,Heirloom,Hybrid,Mid,Narrow,Determinate,4,6,Round,Orange,Orange,Sweet,,,,,,,,ft.,oz.
904,904,Sweet Treats,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Treats,,,Hybrid,Mid,Narrow,Indeterminate,5,1,Cherry,Pink,Pink,,,,,,,,,ft.,oz.
905,905,Sweet Zen,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Zen,,Commercial,Hybrid,Early,Normal,Determinate,5,0.5,Grape,Red,Red,,,,,,,,,ft.,oz.
906,906,Sweethearts,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweethearts,,,Hybrid,Early,Narrow,Indeterminate,6,0.3,Grape,Red,,,"Crack resistant, uniform.",,,,,,,ft.,oz.
907,907,Sweetie,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweetie,,,Open Pollinated,Early,,Indeterminate,6,1,Cherry,Red,Red,,Said to have high sugar content.,,,,,,,ft.,oz.
908,908,Talladega,https://njaes.rutgers.edu/tomato-varieties/variety.php?Talladega,,,Hybrid,Mid,Normal,Determinate,3,7-8,Flattened Globe,Red,Red,,Heat tolerant.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",,ft.,oz.
909,909,Tami G,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tami+G,,,Hybrid,Mid,Narrow,,6,0.5,Grape,Red,Red,Sweet,,,,,,,,ft.,oz.
910,910,Tamina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tamina,,,Hybrid,Early,Potato,Indeterminate,5,2,Round,Red,Red,,,,,,,,,ft.,oz.
911,911,Tangella,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangella,,,,Early,Narrow,Indeterminate,5,2-3,Round,Orange,,,,,,,,,,ft.,oz.
912,912,Tangerine Mama,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tangerine+Mama,,,Hybrid,Mid,Narrow,Indeterminate,5,3,Round,Orange,,,,,,,,,,ft.,- 4 oz.
913,913,Tappy's Hertitage,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tappy's+Hertitage,,,Open Pollinated,Late,,Indeterminate,5,6,Globe,Red,Red,,,,Developed by Merlyn and Mary Ann Neidens in Illinois.,,,,,ft.,oz.
914,914,Tasmanian Blushing,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tasmanian+Blushing,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,6,Flattened Globe,Yellow,Yellow,,,,,,,,,ft.,oz.
915,915,Tasmanian Chocolate,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tasmanian+Chocolate,,Specialty,Open Pollinated,Mid,Normal,Indeterminate Short Nodes,4,4,Round,Black,Red,,Compact plant.,,,,,,,ft.,oz.
916,916,Tasti-Lee,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tasti-Lee,,Commercial,Hybrid,Mid,Normal,Semi-Determinate,3,6,Flattened Globe,Red,Red,,,USA,Developed by the University of Fla.,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Fusarium Wilt Race 3",,ft.,oz.
917,917,Tasty Evergreen,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tasty+Evergreen,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,5,10,Flattened Globe,Green,Green,,Strong sweet flavor?,,originally introduced by Glecklers Seed Company in 1956.,,,,,ft.,oz.
918,918,Tasty Treat,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tasty+Treat,,Specialty,Hybrid,Mid,Normal,Indeterminate,7,0.35,Cherry,Red,Red,,,,,,,,,ft.,oz.
919,919,Taxi,https://njaes.rutgers.edu/tomato-varieties/variety.php?Taxi,,Commercial,Open Pollinated,Early,Normal,Determinate,2,5,Round,Yellow,Yellow,,Very few blemishes.  Concentrated set.  Sweet flavored?,,,Fresh,Commercial,,,ft.,oz.
920,920,Ten Fingers of Naples,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ten+Fingers+of+Naples,,,Open Pollinated,Mid,,Determinate,5,3,Plum,Red,Red,,Fruit produced in long trusses with a finger-like appearance.,,From Naples Italy.,,,,,ft.,oz.
921,921,Tennessee Britches,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tennessee+Britches,,,Open Pollinated,Late,,Indeterminate,5,16,Beefsteak,Pink,Pink,,,,,,,,,ft.,oz.
922,922,Thai Pink Egg,https://njaes.rutgers.edu/tomato-varieties/variety.php?Thai+Pink+Egg,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,4,1.5,Grape,Pink,Pink,,Oval shape.,,,,,,,ft.,oz.
923,923,Think Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Think+Pink,,,Hybrid,Mid,,Indeterminate,5,8,Round,Pink,Pink,,Firm pink fruit.,,,,,,,ft.,oz.
924,924,Thunderbird ,https://njaes.rutgers.edu/tomato-varieties/variety.php?Thunderbird+,,Commercial,Hybrid,Mid,Normal,Determinate,5,10,Round,Red,Red,,"High yielding and firm fruit, VF",,,,,,,ft.,oz.
925,925,Tidwell German,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tidwell+German,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,1-2,Beefsteak,Pink,Pink,,,USA,From David Pendergrass of Tennesse grown since the 1920's.,,,,,ft.,lbs.
926,926,Tiffen Mennonite (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiffen+Mennonite+(2),,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,16,Round,Pink,Pink,,Dark pink fruit.,,,,,,,ft.,oz.
927,927,Tiffen Mennonite (3),https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiffen+Mennonite+(3),,Garden,Open Pollinated,Late,Potato,Indeterminate,6,14,Flattened Globe,Pink,Pink,,Heavy yielding and sweet with ribbed appearance,Germany,,,,,,ft.,oz.
928,928,Tiger Like,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Like,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,5,3,Round,Bi-color,Bi-color,,Red skin with yellow green stripes.,,,,,,,ft.,oz.
929,929,Tiger Tom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiger+Tom,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,,3,Round,Bi-color,Red,Acid,Tart acid flavor.  Compact plants?,,From Ben Quisenberry.,Fresh,"Seed Exchange, Commercial",,,,oz.
930,930,Tigerella,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tigerella,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,3,Round,Bi-color,,,Red fruit with green to yellow stripes.,,,,,,,ft.,oz.
931,931,Tinkerbell,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tinkerbell,,Garden,Hybrid,Early,Normal,Indeterminate,8,0.5,Grape,Red,Red,,Long grape with points.,,,,,,,ft.,oz.
932,932,Tip-Top,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tip-Top,,,,Late,Narrow,Determinate,2,3,Plum,Red,,,"Doesn't crack, pointed tip.",,,,,,,ft.,oz.
933,933,Tocan,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tocan,,Heirloom,Open Pollinated,Mid,Narrow,Determinate,7,3,Flattened Globe,Red,Red,,Interesting fern like leaves.,,Collected in Peru in 1938.,,,,,ft.,oz.
934,934,Tolstoi,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tolstoi,,,Hybrid,Mid,Narrow,Indeterminate,6,3,Round,Red,,,,,From India.,,,,,ft.,oz.
935,935,Tomatoberry Garden,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tomatoberry+Garden,,Specialty,Hybrid,Late,Normal,Indeterminate,6,1,Cherry,Red,Red,,"Strawberry-shaped fruits, sweet flavor;hold well on vine; crack resistant.",,,,,,,ft.,oz.
936,936,Tommy Toe,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tommy+Toe,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,6,0.25,Cherry,Red,Red,,Won an Australian taste test.,,,,,,,ft.,oz.
937,937,Tonopah,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tonopah,,Garden,Hybrid,Mid,Normal,Determinate,6,10,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
938,938,Top Gun,https://njaes.rutgers.edu/tomato-varieties/variety.php?Top+Gun,,,Hybrid,Mid,,Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
939,939,Topaz or Huan u,https://njaes.rutgers.edu/tomato-varieties/variety.php?Topaz+or+Huan+u,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,2,Round,Yellow,Yellow,,Yellow fruit with golden speckles.,,,,,,,ft.,oz.
940,940,Torbay,https://njaes.rutgers.edu/tomato-varieties/variety.php?Torbay,,,Hybrid,Mid,Narrow,Determinate,4,8,Round,Pink,Pink,,,,,,,,,ft.,oz.
941,941,Toronjina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Toronjina,,Specialty,Hybrid,Early,Normal,Indeterminate,7,0.6,Cherry,Orange,Orange,,,,,,,"Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
942,942,Tough Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tough+Boy,,Garden,Hybrid,Mid,Normal,Indeterminate,5,1,Flattened Globe,Pink,Pink,,"Resists cracking?, sweet flavor?",,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",,ft.,lb.
943,943,Tribeca,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tribeca,,Commercial,Hybrid,Mid,Normal,Determinate,4,10,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
944,944,Tribute,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tribute,,Commercial,Hybrid,Late,Normal,Determinate,4,10,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
945,945,Trophy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Trophy,,,Open Pollinated,Late,Narrow,Indeterminate,6,5-7,Round,Red,Red,Mild,,,"Introduced in 1870 by Colonel George Waring of Newport, RI.",,,,,ft.,oz.
946,946,Tropic,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tropic,,,Open Pollinated,Late,,Indeterminate,4,8,Round,Red,Red,,,,,,,,,ft.,oz.
947,947,Trucker's Favorite,https://njaes.rutgers.edu/tomato-varieties/variety.php?Trucker's+Favorite,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,7,12,Beefsteak,Pink,Pink,,,,First introduced to gardeners in the early 1900s.,,,,,ft.,oz.
948,948,Tsungshigo Chinese (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Tsungshigo+Chinese+(1),,Specialty,Open Pollinated,Mid,Normal,Indeterminate,7,1,Grape,Black,Red,,,,,,,,,ft.,oz.
949,949,Two Tasty Hybrid,https://njaes.rutgers.edu/tomato-varieties/variety.php?Two+Tasty+Hybrid,,Garden,Hybrid,Mid,Normal,Indeterminate,6,1,Cherry,Bi-color,Red,,"Firm texture, juicy, red and purple skin",,,,,,,ft.,oz.
950,950,Tye-Dye,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tye-Dye,,Garden,Hybrid,Late,Narrow,Indeterminate,6,10,Flattened Globe,Bi-color,Bi-color,,"Mild, sweet flavor?",,,,,,,ft.,oz.
951,951,Tygress,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tygress,,Specialty,Hybrid,Mid,Normal,Determinate,3,10,Flattened Globe,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Tobbacco Mosaic Virus",,ft.,oz.
952,952,Ukrainian Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ukrainian+Purple,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Purple,Purple,,Fruit 3 to 4 inches.,,,,,,,ft.,oz.
953,953,Ultimate Opener,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ultimate+Opener,,Garden,Hybrid,Very Early,Normal,Indeterminate,6,8,Round,Red,Red,,"Sweet, juicy flavor?",,Developed by the same breeder of Early Girl and Better Boy Hybrids.,,,"Verticillium Wilt, Fusarium Wilt Race 1",,ft.,oz.
954,954,Ultra Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ultra+Pink,,,Hybrid,Mid,Narrow,Semi-Determinate,5,8,Round,Pink,Pink,,Firm fruit.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",,ft.,oz.
955,955,Ultra Sweet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ultra+Sweet,,Commercial,Hybrid,Early,Narrow,Indeterminate,6,10,Flattened Globe,Red,Red,Sweet,Very firm.,,,,,,,ft.,oz.
956,956,Uluru Ochre,https://njaes.rutgers.edu/tomato-varieties/variety.php?Uluru+Ochre,,Garden,Hybrid,Early,Normal,Indeterminate,4,9,Flattened Globe,Bi-color,Orange,,"Sweet, juicy, tender fruits on compact, heat tolerant plants.",,,,,,,ft.,oz.
957,957,Umamin,https://njaes.rutgers.edu/tomato-varieties/variety.php?Umamin,,,Hybrid,Early,,Indeterminate,5,6,Round,Pink,Pink,,,,,,,,,ft.,oz.
958,958,Umberto,https://njaes.rutgers.edu/tomato-varieties/variety.php?Umberto,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,2,Plum,Pink,Pink,,,,,,,,,ft.,oz.
959,959,Valencia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Valencia,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4,8-10,Round,Orange,Orange,Tomato Flavor,Meaty interior with few seeds.,,,,,,,ft.,oz.
960,960,Valley Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Valley+Girl,,Garden,Hybrid,Early,Normal,Determinate,3,7,Flattened Globe,Red,Red,,,USA,,,,"Verticillium Wilt, Fusarium Wilt Race 2",,ft.,oz.
961,961,Valleycat,https://njaes.rutgers.edu/tomato-varieties/variety.php?Valleycat,,Specialty,Hybrid,Mid,,Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
962,962,Varsity,https://njaes.rutgers.edu/tomato-varieties/variety.php?Varsity,,Commercial,Hybrid,Mid,Normal,Determinate,5,10,Globe,Green,Green,,"Mature green variety, firm",,,,,,,ft.,oz.
963,963,Velvet Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Velvet+Red,,Specialty,Open Pollinated,Late,Fuzzy,Indeterminate,5,1,Cherry,Red,Red,,Interesting fuzzy leaves.,,,,,,,ft.,inch
964,964,Vintage Wine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Vintage+Wine,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,12,Beefsteak,Bi-color,Bi-color,Mild,Unique striped fruit pink with yellow stripes.,,,Fresh,Commercial,,,ft.,oz.
965,965,Violaceum Krypni-Rozo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Violaceum+Krypni-Rozo,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,5,8,,Deep Pink,Deep Pink,,Eurpoean heirloom.,,,,,,,ft.,oz.
966,966,Virginia Sweets,https://njaes.rutgers.edu/tomato-varieties/variety.php?Virginia+Sweets,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,1,Beefsteak,Bi-color,Bi-color,Sweet,Interesting yellow and red colors.,,,,,,,ft.,lb.
967,967,Viva Italia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Viva+Italia,,,Hybrid,Mid,Narrow,,4,3,Plum,Red,,Sweet,High-sugar fruit.,,,,,,,ft.,oz.
968,968,Vivacious,https://njaes.rutgers.edu/tomato-varieties/variety.php?Vivacious,,Garden,Hybrid,Mid,Normal,Indeterminate,5,4,Plum,Orange,Orange,,Balanced flavor and high level of beta-carotene,,,,,,,ft.,oz.
969,969,Volante,https://njaes.rutgers.edu/tomato-varieties/variety.php?Volante,,Specialty,Hybrid,Mid,Normal,Determinate,3,6,Round,Red,Red,,,,,,,,,ft.,oz.
970,970,Wapsipinicon Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wapsipinicon+Peach,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,4,Round,Yellow,Yellow,,Fuzzy fruit.,,Originated with Elbert S. Carman in 1890 under the name White Peach. This strain came from Dennis Schlicht and is named after the Wapsipinicon River in northeast Iowa.,,,,,ft.,oz.
971,971,Washington Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Washington+Cherry,,Specialty,Open Pollinated,Early,Normal,Determinate,3,1,Cherry,Red,Red,,Compact plants.,,,,,,,ft.,oz.
972,972,Watermelon Beefsteak,https://njaes.rutgers.edu/tomato-varieties/variety.php?Watermelon+Beefsteak,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,2,Beefsteak,Deep Pink,Deep Pink,,Rich intense flavor?,,Old variety dates back a century.  From seedsman George Gleckler.,,,,,ft.,lbs.
973,973,Weissbehaarte,https://njaes.rutgers.edu/tomato-varieties/variety.php?Weissbehaarte,,,Open Pollinated,Late,,Indeterminate,7,2,Round,Yellow,Yellow,,Yellow fruit with a pink blush.,,A German heirloom.,,,,,ft.,oz.
974,974,Wes,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wes,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,12,Oxheart,Red,Red,,Fruit is meaty with few seeds.,,,,,,,ft.,oz.
975,975,Wherokowhai,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wherokowhai,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,3,10,Round,Bi-color,Yellow/Red,,AKA Lucky Cross. Dwarf compact plants.,,,,,,,ft.,oz.
976,976,White Beauty,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Beauty,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,8,Flattened Globe,White,White,,Sweet high sugar? Meaty few seeds? Firm flesh.,,Dates back to 1920s.,Fresh,Commercial,,,ft.,oz.
977,977,White Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Cherry,,Garden,Hybrid,Early,Normal,Indeterminate,6,0.05,Cherry,Yellow,Yellow,,"Pale yellow fruit, sweet and fruity",,,,,,,ft.,oz.
978,978,White Currant,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Currant,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,8,0.15,Cherry,White,White,Sweet,Very sweet.,,,,,,,ft.,oz.
979,979,White Potato Leaf,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Potato+Leaf,,Heirloom,Open Pollinated,Mid,Potato,Indeterminate,8,4,Beefsteak,White,White,,,,,,,,,ft.,oz.
980,980,White Queen,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Queen,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,7,10,Beefsteak,White,White,,Ripe fruit often has pink streaks on blossom end.  Sweet well-balanced flavor?,,,,,,,ft.,oz.
981,981,White Tomesol,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Tomesol,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,8,Flattened Globe,White,White,,Pink blush on bottom end.,,,,,,,ft.,oz.
982,982,White Wax,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Wax,,,Hybrid,Mid,,Indeterminate,5,8,Flattened Globe,White,White,,,,,,,,,ft.,oz.
983,983,White Wonder,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Wonder,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,8,Beefsteak,White,White,Sweet,Mild and sweet flavor?,,,,,,,ft.,oz.
984,984,Whittemore,https://njaes.rutgers.edu/tomato-varieties/variety.php?Whittemore,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,24,Round,Pink,Pink,,Very large fruit.,,,,,,,ft.,oz.
985,985,Wild Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wild+Cherry,,,Open Pollinated,Early,Narrow,Indeterminate,8,0.25,Cherry,Red,Red,,Rich tomato flavor.,,,,,,,ft.,oz.
986,986,Wild Fred,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wild+Fred,,,Open Pollinated,Late,,Indeterminate,3,8,Flattened Globe,Deep Pink,Deep Pink,,,,,,,,,ft.,oz.
987,987,Willamette,https://njaes.rutgers.edu/tomato-varieties/variety.php?Willamette,,Garden,Open Pollinated,Mid,Normal,Determinate,3,8,Round,Red,Red,Tomato Flavor,Bred by the late Dr. Tex Frazier. of Oregon State U.,USA,,,,,,ft.,oz.
988,988,Wins All,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wins+All,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,7,1,Beefsteak,Deep Pink,Deep Pink,,Sweet tangy flavor? Potato leaf.,,Offspring of Ponderosa Pink developed in 1920's.,Fresh,Commercial,,,ft.,lb.
989,989,Wonder Light,https://njaes.rutgers.edu/tomato-varieties/variety.php?Wonder+Light,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,5,6,Long Pointed,Yellow,Yellow,,Resemble lemons in shape. Good for salads and salsa.,Russia,From Siberia.,"Fresh, Paste","Seed Exchange, Commercial",,,ft.,oz.
990,990,Woodle Orange,https://njaes.rutgers.edu/tomato-varieties/variety.php?Woodle+Orange,,Heirloom,Open Pollinated,Late,,Indeterminate,5,8,Round,Orange,Orange,,,,,,,,,ft.,oz.
991,991,Yaqui,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yaqui,,Commercial,Hybrid,Mid,Normal,Determinate,3,3,Blocky,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
992,992,Yellow Belgium,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Belgium,,Specialty,Open Pollinated,Late,Normal,Indeterminate,5,8,Beefsteak,Yellow,Yellow,,,,,,,,,ft.,oz.
993,993,Yellow Bell,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Bell,,Heirloom,Open Pollinated,Early,Normal,Indeterminate,6,6,Pear,Yellow,Yellow,,,,,,,,,ft.,oz.
994,994,Yellow Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Brandywine,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,8,12,Beefsteak,Yellow,Yellow,,Smooth shape?  Rich tasting?,,,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
995,995,Yellow Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Cherry,,,Open Pollinated,Mid,,Indeterminate,6,0.5,Cherry,Yellow,Yellow,,,,,,,,,ft.,oz.
996,996,Yellow Fire,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Fire,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,4,Long Pointed,Bi-color,Red,Tomato Flavor,Yellow and red striped friuit with few seeds.,,,,,,,ft.,oz.
997,997,Yellow Magic,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Magic,,,,Late,Narrow,Indeterminate,5,8,Round,Yellow,,,Stuffing tomato.,,,,,,,ft.,oz.
998,998,Yellow Mini,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Mini,,Specialty,Hybrid,Early,Normal,Indeterminate,7,1,Cherry,Yellow,White,,,,,,,Tobbacco Mosaic Virus,,ft.,oz.
999,999,Yellow Peach,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Peach,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,7,2,Round,Yellow,Yellow,,,,,,,,,ft.,oz.
1000,1000,Yellow Pear,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Pear,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,8,2,Small Pear,Yellow,Yellow,,"1 3/4"" - 2"" fruit.",,,Fresh,,,,ft.,oz.
1001,1001,Yellow Perfection,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Perfection,,Heirloom,Open Pollinated,Mid,Potato,Indeterminate,6,2,Round,Yellow,Yellow,,Cracked in NJ trials.,,,,,,,ft.,oz.
1002,1002,Yellow Stuffer,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Stuffer,,Specialty,Open Pollinated,Late,Normal,Indeterminate,6,3,Stuffer,Yellow,Yellow,,Shaped like bell peppers;  3 to 4 lobed fruits.,,,,,,,ft.,oz.
1003,1003,Yellow Vernissage,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yellow+Vernissage,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6,2,Round,Bi-color,Yellow,,Yellow fruit with pale cream stripes.,,,,,,,ft.,oz.
1004,1004,Yukon Quest,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yukon+Quest,,,Open Pollinated,Mid,Normal,Indeterminate,3,10,Flattened Globe,Pink,Pink,,,,,,,,,ft.,oz.
1005,1005,Zapotec Oaxacan Ribbed,https://njaes.rutgers.edu/tomato-varieties/variety.php?Zapotec+Oaxacan+Ribbed,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,12,Flattened Globe,Pink,Red,,"Deeply ribbed, mildly sweet, unique flavor",Mexico,,,,,,ft.,oz.
